epoch,loss
0,0.00014397947234101593
1,0.00015394513320643455
2,0.00015682968660257757
3,0.00015667233674321324
4,0.00015056846314109862
5,0.00016853277338668704
6,0.00015457565314136446
7,0.00013306736946105957
8,0.0001666264870436862
9,0.00016440433682873845
10,0.00014717053272761405
11,0.0001476298930356279
12,0.00015807109593879431
13,0.00014040515816304833
14,0.0001436111342627555
15,0.00012853025691583753
16,0.00014694810670334846
17,0.0001400989858666435
18,0.00014629018551204354
19,0.00014120629930403084
20,0.00013661978300660849
21,0.0001355982676614076
22,0.0001437551691196859
23,0.0001434569276170805
24,0.00014339665358420461
25,0.00013996964844409376
26,0.00014129496412351727
27,0.00015395587251987308
28,0.00015280651859939098
29,0.00013608518929686397
30,0.00015075311239343137
31,0.00014198393910191953
32,0.0001376989093841985
33,0.00016532772860955447
34,0.000151655578520149
35,0.00014242061297409236
36,0.00014056394866202027
37,0.00013764496543444693
38,0.00013680924894288182
39,0.00012965129280928522
40,0.0001349247177131474
41,0.00014618205022998154
42,0.00012910757504869252
43,0.00015275053738150746
44,0.0001283999445149675
45,0.00013375107664614916
46,0.00013883787323720753
47,0.00015384303696919233
48,0.00015225590323098004
49,0.00013554369797930121
